feature_1,feature_2
-2.318358889178316,8.973845227224077
0.4098678668054905,1.6235048883018022
8.07311196661553,-0.3944656768364866
-0.2341349198305392,5.625723648100784
8.746416717855018,-1.393467672668282
2.920144794784884,-1.107829723757504
3.535545558602783,-1.064060444015798
4.314274822863424,0.7029505764360892
0.8019195970501767,2.471531413046957
2.3220080947753745,-1.3586389900321278
-0.9956030244414902,9.471276278726773
7.61714472965912,-0.8943278823054386
5.474252564587464,-0.0474920358285124
3.602543381327667,-1.0121496586465035
4.088055430524065,0.5727938098809244
4.530684839209695,1.0692385339646449
-1.6767197828237457,8.953633534832854
-3.101901002279962,9.611660331064872
-0.0635709334261116,2.4304063920491905
3.131657951816496,-1.0669061042348538
1.35659355524224,6.054010034403407
3.905700355631125,0.9171985638912356
7.705421133296271,-1.5302755043666751
0.6814010449538083,6.527011179949703
8.614167490032253,-1.6550712436848205
4.567422348207112,0.0815155229231318
7.986957991887717,-1.7990586366375774
1.9772216267480505,-2.5064847289626027
-2.372954570552607,9.291616304623696
0.8387734261521621,2.223222280858821
-0.3470540447449837,5.320571176712766
6.737615769038875,-0.9759866271647398
5.413345564535995,0.7151779475135126
3.382041115682056,1.255667542384771
1.579798477499554,1.9736977010258852
4.365354469059372,-1.828594033607428
-1.810725176671495,9.72649262741859
0.8280012965173169,2.351512587842391
0.6016717299206205,1.2008309760433589
5.33179296043801,0.9353251153517164
0.3342553173021896,4.848721585534927
-2.9622976850154497,8.968744649026172
0.7102883092625208,1.3608543659183658
2.6093418817691294,-1.922035793304908
-2.3164023483356986,9.707115506263266
-0.7658919939180533,2.294695328816956
0.0970002638214638,5.997202872435678
-1.5436874031998475,8.734814653879488
0.0509841893720448,5.689698086781429
0.6256321776271043,2.6963731610224837
-2.52657130477655,8.764262896337447
1.247435867789913,2.113902502061791
7.792087811105591,-0.6308944791892378
0.935620856458136,1.130789312766103
5.469960038837965,0.2723960354779992
1.087994589052718,2.601374866288433
1.9479977481425037,-1.738963062476225
2.067738593457367,-1.8070113408535629
-0.0008654594656696,6.630377747072708
-0.107938623860049,1.8698597400046049
8.68285663926406,-0.686210296624996
0.6851741144979966,6.099120506017183
-1.6820084923980865,9.392035583987568
0.7294503628272314,1.790713942057323
3.376924669381823,0.3761408701127562
1.8234724171819785,1.61152972359809
3.0501868547874267,-1.5543263896180464
1.8925420677088496,1.271351410391688
-0.0725099666485638,2.4393464370914333
2.663291688746382,-2.072161960797337
1.303808480956084,2.3110227598997386
3.127674935529027,-1.1797911145845783
4.535928826163947,0.4389901418302897
7.0444224938547535,-1.2886211400999392
3.445989608581592,-1.6510462189202884
3.150250546570161,-2.5457675048812582
-1.8108036461993888,9.30420017568252
4.695958484712606,-0.5555238109539522
-2.3173937701196747,8.761703701718199
-3.3281285981531834,9.736872112282017
0.0950461506753671,6.352612556682081
0.4862337409308435,6.046190725549919
-3.678362612507287,10.771575444972791
1.0125194979800674,5.590935725340202
2.777352780526401,-0.8690959058224262
3.8079242042529815,0.5294171853174312
4.844283219620902,0.2771801740764812
-1.8991493678794535,9.279464798760364
3.07982487429758,-1.8684912453040163
-0.1895982691588662,7.242488979969229
4.485270466092259,1.0161804119763955
4.857111330388306,1.344717700754143
6.839040128520036,-1.3145494177857069
1.411385584464845,5.969849759794574
2.330584345717861,-1.8374154387281476
1.1592279781959192,5.439745106131214
7.302227861229416,-1.1029849981550766
7.445857259003361,-1.517154992354575
2.85164868191699,-1.9964815067184205
-3.397769796324669,8.37181726839156
8.445672610489542,-1.8116447183528213
6.766522302218239,-1.1312139564553216
4.727731228363559,1.1900899168511363
0.690074594518305,1.4817005211372116
0.6212317875048049,2.4550973706520267
2.388430970203172,-0.73542188744096
7.439524977803895,-2.419338235635111
-2.391938515214885,10.069924827595376
-2.4470756444143493,9.51710450622631
1.6715325551348643,5.323463243301138
0.6920853296144525,6.055027699266653
1.975508216153051,-1.1409153341841487
-0.436378231396719,1.6690964797331436
3.4951318907629223,2.106160496780248
0.6407268127180593,5.581111867178129
1.1317196535506926,3.2288149063832945
0.5935738473587243,1.3419519667624606
0.4727085536618767,6.3927458593199615
-2.870534917363767,8.757871776953982
-2.410962676870201,10.326246902265822
2.7682071132365533,-1.0219252547777236
1.1682243370214858,1.0017331713702464
8.464243309222425,-0.9490416098002538
-1.7328988350093897,9.468176979498296
3.267217016171877,-0.9692009463341884
3.1153094465140336,0.4435986299684274
3.2141843271016968,-1.497207024231851
2.9210578491127395,-1.033952585992028
5.025215236719037,1.7144444869831277
-2.6097722383457405,8.791370377615609
0.1873352758219462,2.5192193078744376
0.0625464503734858,5.701014555507539
